#Digilent WaveForms Network Analyzer - Bode
#Device Name: ADP3450
#Serial Number: SN:210018B9D810
#Date Time: 2024-01-17 18:45:17.095
#Start: 1 Hz
#Stop: 10000 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 2.1613 V
#Offset: 3.34838e-06 V
#Relative: yes
#Frequency (Hz),Channel 1 Magnitude (X),Channel 1 Phase (deg)
2928.644564625237,3.946937719905427,191.5505985727891
3114.105584446759,3.990259060818565,190.9456205646377
3311.311214825911,4.037511967087627,190.3329543548043
3521.005201684521,4.074823050133992,189.6860609646974
3743.978389823811,4.114023228246722,189.0271604749597
3981.071705534973,4.167233728857256,189.0194235458182
4233.179328088207,4.179470621841565,187.6563509507073
4501.252062061337,4.2081508838791,187.0797905509541
4786.300923226386,4.232000850230352,186.3919920092599
5089.400951518088,4.257229613824393,185.7639797445685
5411.695265464637,4.278654488498251,185.0977186272812
5754.399373371566,4.298261416099882,184.4271107245437
6118.805757518218,4.315799917647373,183.8298083391806
6506.288748655573,4.330012236073403,183.1573775420124
6918.309709189363,4.340281941735583,182.5203979251755
7356.422544596414,4.358559683786459,181.8261705337206
7822.279563860029,4.367062855899088,181.2504936815542
8317.637711026709,4.379703832812632,180.5811760979629
8844.365191385999,4.385469567262165,179.9248038312606
9404.448517263514,4.394135272203833,179.2449639374867
10000,4.401332849682097,178.5649824913727
