#Digilent WaveForms Network Analyzer - Bode
#Device Name: ADP3450
#Serial Number: SN:210018B9D810
#Date Time: 2024-01-17 20:01:52.326
#Start: 1 Hz
#Stop: 10000 Hz
#Steps: 201
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 2.1613 V
#Offset: 3.34838e-06 V
#Relative: yes
#Frequency (Hz),Channel 1 Magnitude (dB),Channel 1 Phase (deg)
10,0.07949619445845649,179.4776479194983
10.471285480509,0.106348219246547,179.3419464598438
10.96478196143185,0.07613462892432075,179.5176372693165
11.48153621496883,0.0978405587353323,179.5270066312445
12.02264434617413,0.1003804382985389,179.4629422904892
12.58925411794167,0.1109865312489329,179.4141822098723
13.18256738556408,0.105965649119206,179.2978692656083
13.80384264602884,0.1168280155845916,179.344915374916
14.45439770745928,0.123788468610948,179.3598808819847
15.13561248436207,0.1383111640690497,179.3795769365835
15.84893192461114,0.1394167988152105,179.2559682525218
16.5958690743756,0.1328494048397576,179.2321159924492
17.37800828749376,0.1574449452525817,179.2248627796587
18.19700858609983,0.1657764654396366,179.0779772673444
19.05460717963248,0.1525795977836727,178.73885936202
19.95262314968879,0.1845141856009774,178.8215602798147
20.89296130854041,0.2227945424764038,179.0781316281619
21.87761623949552,0.1759555109792289,178.8933033723767
22.90867652767774,0.2037768999103696,179.038288230837
23.9883291901949,0.2197083868245527,178.852023527546
25.1188643150958,0.2443225869554883,178.6827362500774
26.30267991895381,0.2593405062797745,178.8015321705246
27.54228703338166,0.2986228732737813,178.4337695882317
28.84031503126606,0.3103143229708221,178.3102655061608
30.19951720402016,0.3214115277434225,179.1896359927033
31.62277660168379,0.3505700414292074,178.120459987133
33.11311214825911,0.3973685610423555,178.2528053028393
34.67368504525317,0.3918695166798675,178.0029977914442
36.30780547701014,0.4275029045656989,178.0370123948806
38.01893963205612,0.4647754067594052,177.9841602952963
39.81071705534973,0.5395791038231543,177.7028823778111
41.68693834703355,0.629827283128796,178.0020435389807
43.65158322401657,0.622161280791627,178.2694992463951
45.70881896148752,0.8272332415763646,177.9098360713076
47.8630092322638,0.8860392233685738,177.1422525596724
50.11872336272724,1.014734501205682,177.6473939930007
52.48074602497723,0.9284704126574153,176.9294170977667
54.95408738576248,0.7280269660877069,175.8999226187342
57.54399373371567,0.9990145846464128,177.333086807845
60.25595860743581,0.8996559987187179,177.4457159623424
63.0957344480193,1.277400718618723,176.5981688272784
66.06934480075964,1.486647639765481,176.0584349528748
69.18309709189363,1.617065516723269,175.7062057811938
72.44359600749907,1.85772901196983,175.5262460251107
75.85775750291836,1.897272244932026,177.1118116437272
79.43282347242814,1.982072758312033,174.6110318645325
83.17637711026708,2.336107836223656,175.1095458185114
87.09635899560804,2.975698126663299,174.7557453597273
91.20108393559097,3.043956419323059,174.2737649119071
95.49925860214358,2.981183697018536,173.2656382206983
100,3.624019756759523,170.3106638165869
104.71285480509,4.177136541983545,172.2148367219979
109.6478196143185,4.711795301085597,171.3271835992136
114.8153621496883,5.382489150318712,169.5188662165207
120.2264434617413,5.466618453732282,168.9328146616465
125.8925411794168,6.86952936311074,166.5913287098356
131.8256738556408,7.630418225810938,164.9064548634523
138.0384264602885,8.963241361895498,158.9106761620768
144.5439770745928,10.44537495606697,154.1915791965907
151.3561248436209,12.84302778382689,144.1740400330365
158.4893192461114,14.82546124496581,129.3146660624009
165.9586907437561,16.25966864193488,98.07644313116703
173.7800828749376,15.4902106085793,64.66955213650101
181.9700858609983,12.60555166755523,44.89177821342905
190.5460717963246,9.900125271564333,34.25624813819985
199.5262314968879,7.980252747091566,23.27264221097241
208.9296130854038,5.038805507593143,21.55885058150688
218.7761623949552,3.310217364162132,17.73327980207395
229.0867652767772,0.8305921962688354,14.90587592204276
239.883291901949,0.377040368667619,11.72615962487881
251.1886431509579,-1.88345875056447,10.95526920855051
263.0267991895382,-2.461889981020092,9.190660438322766
275.4228703338166,-4.043377635490844,10.03422830511837
288.4031503126606,-5.354952212162106,8.588439372455937
301.9951720402016,-6.697333525581937,12.67019000623604
316.2277660168379,-7.855584624192277,8.717168288353804
331.1311214825911,-8.869977930234702,6.220692666935276
346.7368504525317,-8.921539963191154,9.470166672228345
363.0780547701014,-10.57707331143924,5.575374997381886
380.1893963205612,-12.41410725852991,3.903348025257316
398.1071705534973,-12.9242572616876,3.525106577983607
416.8693834703355,-13.91485585433457,6.767261960579162
436.5158322401661,-14.20411855171197,4.01070344220977
457.0881896148752,-15.68603506447181,1.498884282641967
478.6300923226385,-18.96693200400565,-4.853779875148206
501.1872336272725,-17.40683212844413,3.687093244104318
524.8074602497728,-18.49950716008343,4.441343098981775
549.5408738576249,-19.29101431680884,3.506215905125046
575.4399373371566,-20.30130023921788,2.114101262783379
602.5595860743574,-18.81426142231178,-10.28240085929086
630.957344480193,-21.67194686475331,2.278927455311744
660.6934480075957,-22.65333643553698,4.80263832438245
691.8309709189363,-23.65568443451085,2.867360101613869
724.4359600749899,-24.49448714230426,2.590379096807879
758.5775750291835,-27.47236230745664,1.811649423115924
794.3282347242814,-26.18286645198193,2.652546984084296
831.7637711026708,-28.19711456460047,0.8657359008624184
870.9635899560806,-23.82549528386871,19.37279626520125
912.0108393559096,-28.67767964658644,2.359068982542766
954.9925860214358,-29.48247507133645,1.939571574040926
1000,-30.12714961681422,-1.315899728728581
1047.1285480509,-31.13220006590405,2.36166682856053
1096.478196143185,-31.52812462085386,-0.9019387544607582
1148.153621496883,-32.99505603382266,-1.538502139195685
1202.264434617413,-41.20120733402096,-0.06253212707645162
1258.925411794168,-34.05121183999225,0.6452292101415082
1318.256738556407,-35.11099541361017,0.2659653592141353
1380.384264602885,-36.25631362005155,1.244846775276997
1445.439770745928,-36.91289535303458,1.425741780889247
1513.561248436209,-37.34754294101029,0.01834536114284901
1584.893192461114,-38.30297271563151,0.5732696779953699
1659.586907437561,-37.05443497653897,-1.723690341057335
1737.800828749376,-40.26088149052527,1.560274001846523
1819.700858609983,-40.87388672459199,2.906920458756886
1905.460717963246,-39.74785318164572,4.162975066263641
1995.262314968879,-42.64350100355113,0.3666756650537906
2089.296130854038,-43.51949672321126,-16.63566422304902
2187.761623949552,-44.28656349664536,3.194601903052984
2290.867652767773,-45.07747103180361,0.8618999777360159
2398.83291901949,-45.94845341331457,2.397356453657743
2511.88643150958,-47.43645336093513,-5.041697659262375
2630.267991895381,-43.80570636425441,28.66450344445394
2754.228703338166,-48.38948643835921,5.348463580783992
2884.031503126605,-49.10324142532857,-0.295807670736508
3019.951720402016,-50.44054613577067,-2.839503414043008
3162.277660168379,-50.43448815108573,-1.943462714726294
3311.311214825911,-51.77829413639624,0.9303679205215758
3467.368504525316,-44.69357676499655,10.54231296248639
3630.780547701014,-53.02335576014894,1.716930515737971
3801.893963205613,-54.60342788522743,0.6199847312475377
3981.071705534973,-55.45272738273624,-5.573211136123831
4168.693834703356,-55.57011816199142,2.819574656138968
4365.158322401661,-56.5482915892817,11.04848657801784
4570.881896148752,-57.94379903220879,-5.043955452853538
4786.300923226386,-53.99991116049822,-14.39528225773405
5011.872336272725,-59.67780611106147,-13.14565976593821
5248.074602497729,-61.61469810146053,0.2048497660402688
5495.408738576249,-61.620351019355,-3.737267642761338
5754.399373371566,-63.15386372925459,5.88464850703869
6025.595860743574,-61.16063207520874,25.60985333939398
6309.57344480193,-63.2811322216092,5.535137462285135
6606.934480075958,-58.59621773020861,100.5265705382241
6918.309709189363,-64.43701839982447,2.067364348587759
7244.359600749899,-67.56166195896165,-8.118544280191236
7585.775750291836,-66.71003929121288,4.973725583332198
7943.282347242814,-72.98211041136865,31.18329495060767
8317.637711026709,-72.72039116878797,9.752053470858257
8709.635899560806,-71.05044466895522,-14.1808826986105
9120.108393559096,-78.94603643831103,-12.87781178273225
9549.925860214358,-67.4293003293284,-40.82146876211958
10000,-92.4302784154176,243.3284992253135
